날짜,내용,금액,카테고리,결제수단,구분
2024-11-28,버거킹,7200,식비,삼성카드,변동비
2024-11-28,배달의민족,14800,식비,삼성카드,변동비
2024-11-28,지하철,3300,교통,지역화폐,변동비
2024-11-29,SK주유소,3900,교통,토스공유카드1,변동비
2024-11-30,맘스터치,8600,식비,토스공유카드1,변동비
2024-11-30,CU 편의점,5600,식비,삼성카드,변동비
2024-11-30,고속버스,14000,교통,지역화폐,변동비
2024-11-30,카카오 택시,10200,교통,토스공유카드1,변동비
2024-12-01,SKT 휴대폰,97800,통신비,신한체크카드,고정비
2024-12-01,김밥천국,16400,식비,롯데카드,변동비
2024-12-01,이마트,37900,마트,토스공유카드1,변동비
2024-12-01,지하철,8400,교통,지역화폐,변동비
2024-12-02,상하수도 요금,26200,공과금,신한체크카드,고정비
2024-12-02,무신사,82800,의류/미용,롯데카드,변동비
2024-12-02,CU 편의점,4300,식비,토스공유카드1,변동비
2024-12-02,BBQ 치킨,24600,식비,토스공유카드1,변동비
2024-12-02,카카오 택시,3100,교통,신한체크카드,변동비
2024-12-02,시내버스,8000,교통,토스공유카드1,변동비
2024-12-03,아파트 관리비,281200,관리비,지역화폐,고정비
2024-12-03,한전 전기요금,52700,전기요금,신한체크카드,고정비
2024-12-03,도시가스 요금,500,가스요금,신한체크카드,고정비
2024-12-03,관리실 주차비,36300,주거,신한체크카드,고정비
2024-12-03,BBQ 치킨,9300,식비,롯데카드,변동비
2024-12-03,CU 편의점,4600,식비,삼성카드,변동비
2024-12-03,카카오 택시,11800,교통,토스공유카드1,변동비
2024-12-05,주택담보대출 이자,415200,대출이자,신한체크카드,고정비
2024-12-05,유튜브 프리미엄,23400,문화/여가,롯데카드,변동비
2024-12-05,버거킹,15100,식비,토스공유카드1,변동비
2024-12-05,SK주유소,10900,교통,신한체크카드,변동비
2024-12-06,CU 편의점,8300,식비,토스공유카드2,변동비
2024-12-06,홈플러스,77000,마트,토스공유카드1,변동비
2024-12-06,카카오 택시,9700,교통,신한체크카드,변동비
2024-12-06,시내버스,3200,교통,지역화폐,변동비
2024-12-07,스타벅스,12000,식비,토스공유카드2,변동비
2024-12-07,BBQ 치킨,13200,식비,삼성카드,변동비
2024-12-07,카카오 택시,8700,교통,토스공유카드1,변동비
2024-12-08,배달의민족,7200,식비,토스공유카드2,변동비
2024-12-08,맘스터치,12100,식비,토스공유카드1,변동비
2024-12-08,카카오 택시,6700,교통,신한체크카드,변동비
2024-12-09,버거킹,9000,식비,토스공유카드1,변동비
2024-12-10,스타벅스,19000,식비,토스공유카드1,변동비
2024-12-10,SK주유소,11000,교통,신한체크카드,변동비
2024-12-10,학기 등록금 분할,679300,교육,신한체크카드,변동비
2024-12-11,스타벅스,8600,식비,삼성카드,변동비
2024-12-11,고속버스,1000,교통,지역화폐,변동비
2024-12-12,카카오 택시,4600,교통,토스공유카드1,변동비
2024-12-13,버거킹,22300,식비,토스공유카드1,변동비
2024-12-13,BBQ 치킨,5100,식비,토스공유카드2,변동비
2024-12-13,이마트,70900,마트,삼성카드,변동비
2024-12-13,지하철,10100,교통,지역화폐,변동비
2024-12-14,맘스터치,26600,식비,토스공유카드2,변동비
2024-12-14,중앙시장,35300,전통시장,지역화폐,변동비
2024-12-15,맘스터치,4800,식비,토스공유카드1,변동비
2024-12-15,김밥천국,1000,식비,삼성카드,변동비
2024-12-16,스타벅스,23200,식비,토스공유카드1,변동비
2024-12-16,카카오 택시,9100,교통,토스공유카드1,변동비
2024-12-16,SK주유소,14400,교통,토스공유카드1,변동비
2024-12-17,BBQ 치킨,25800,식비,토스공유카드2,변동비
2024-12-18,김밥천국,15500,식비,토스공유카드1,변동비
2024-12-19,스타벅스,5900,식비,토스공유카드1,변동비
2024-12-19,SK주유소,12300,교통,지역화폐,변동비
2024-12-20,버거킹,10400,식비,삼성카드,변동비
2024-12-20,배달의민족,8700,식비,토스공유카드2,변동비
2024-12-20,SK주유소,7200,교통,신한체크카드,변동비
2024-12-21,맘스터치,8400,식비,토스공유카드1,변동비
2024-12-21,SK주유소,9400,교통,지역화폐,변동비
2024-12-21,지하철,9400,교통,토스공유카드1,변동비
2024-12-22,BBQ 치킨,18300,식비,토스공유카드1,변동비
2024-12-23,배달의민족,14300,식비,토스공유카드1,변동비
2024-12-23,롯데마트,68700,마트,토스공유카드1,변동비
2024-12-23,경동시장,28800,전통시장,토스공유카드2,변동비
2024-12-23,SK주유소,11800,교통,신한체크카드,변동비
2024-12-24,배달의민족,6500,식비,삼성카드,변동비
2024-12-24,롯데마트,100200,마트,롯데카드,변동비
2024-12-25,버거킹,18400,식비,롯데카드,변동비
2024-12-25,김밥천국,1000,식비,토스공유카드2,변동비
2024-12-25,지하철,10000,교통,지역화폐,변동비
2024-12-26,김밥천국,23800,식비,토스공유카드2,변동비
2024-12-26,시내버스,7200,교통,토스공유카드1,변동비
2024-12-26,고속버스,7100,교통,지역화폐,변동비
2024-12-27,버거킹,17600,식비,삼성카드,변동비
2024-12-27,지하철,15900,교통,지역화폐,변동비
2024-12-28,맘스터치,8900,식비,롯데카드,변동비
2024-12-28,BBQ 치킨,16200,식비,삼성카드,변동비
2024-12-28,망원시장,6800,전통시장,토스공유카드2,변동비
2024-12-28,지하철,8000,교통,지역화폐,변동비
2024-12-28,카카오 택시,4200,교통,지역화폐,변동비
2024-12-28,정기 건강검진,129500,의료,신한체크카드,변동비
2024-12-29,카카오 택시,3100,교통,신한체크카드,변동비
2024-12-30,배달의민족,10500,식비,삼성카드,변동비
2024-12-30,버거킹,6900,식비,롯데카드,변동비
2024-12-31,김밥천국,5000,식비,토스공유카드1,변동비
2024-12-31,BBQ 치킨,9400,식비,토스공유카드1,변동비
2024-12-31,시내버스,10100,교통,신한체크카드,변동비
2024-12-31,카카오 택시,9000,교통,토스공유카드1,변동비
2025-01-01,아파트 관리비,255800,관리비,신한체크카드,고정비
2025-01-01,관리실 주차비,36700,주거,신한체크카드,고정비
2025-01-01,배달의민족,15500,식비,롯데카드,변동비
2025-01-01,맘스터치,8100,식비,토스공유카드1,변동비
2025-01-01,홈플러스,69000,마트,토스공유카드1,변동비
2025-01-01,시내버스,7600,교통,토스공유카드1,변동비
2025-01-02,한전 전기요금,23500,전기요금,지역화폐,고정비
2025-01-02,주택담보대출 이자,432800,대출이자,신한체크카드,고정비
2025-01-02,치과,14500,의료,삼성카드,변동비
2025-01-02,교보문고,31600,문화/여가,삼성카드,변동비
2025-01-02,스타벅스,4600,식비,롯데카드,변동비
2025-01-02,CU 편의점,9800,식비,토스공유카드2,변동비
2025-01-03,SKT 휴대폰,109100,통신비,삼성카드,고정비
2025-01-03,투썸플레이스,2800,식비,토스공유카드2,변동비
2025-01-03,CU 편의점,12700,식비,토스공유카드1,변동비
2025-01-03,SK주유소,8400,교통,토스공유카드1,변동비
2025-01-03,카카오 택시,3800,교통,토스공유카드1,변동비
2025-01-04,김밥천국,6700,식비,토스공유카드1,변동비
2025-01-04,지하철,11600,교통,토스공유카드1,변동비
2025-01-04,지하철,13400,교통,토스공유카드1,변동비
2025-01-05,도시가스 요금,79600,가스요금,지역화폐,고정비
2025-01-05,상하수도 요금,36300,공과금,지역화폐,고정비
2025-01-05,온라인 강의,147100,교육,삼성카드,변동비
2025-01-05,망원시장,20600,전통시장,지역화폐,변동비
2025-01-05,지하철,9300,교통,신한체크카드,변동비
2025-01-05,고속버스,500,교통,토스공유카드1,변동비
2025-01-06,스타벅스,19400,식비,삼성카드,변동비
2025-01-06,코스트코,73500,마트,토스공유카드1,변동비
2025-01-07,투썸플레이스,8600,식비,롯데카드,변동비
2025-01-08,맘스터치,10900,식비,토스공유카드1,변동비
2025-01-08,배달의민족,11900,식비,롯데카드,변동비
2025-01-09,투썸플레이스,3900,식비,토스공유카드2,변동비
2025-01-09,맘스터치,16400,식비,롯데카드,변동비
2025-01-10,CU 편의점,9300,식비,삼성카드,변동비
2025-01-11,투썸플레이스,24500,식비,롯데카드,변동비
2025-01-11,김밥천국,10900,식비,토스공유카드2,변동비
2025-01-12,중앙시장,21200,전통시장,토스공유카드2,변동비
2025-01-12,시내버스,12000,교통,지역화폐,변동비
2025-01-13,김밥천국,2900,식비,삼성카드,변동비
2025-01-13,시내버스,8400,교통,지역화폐,변동비
2025-01-14,투썸플레이스,5900,식비,롯데카드,변동비
2025-01-14,롯데마트,108800,마트,삼성카드,변동비
2025-01-15,배달의민족,13500,식비,토스공유카드1,변동비
2025-01-15,시내버스,5600,교통,신한체크카드,변동비
2025-01-16,지하철,9000,교통,토스공유카드1,변동비
2025-01-17,버거킹,14500,식비,롯데카드,변동비
2025-01-17,CU 편의점,11800,식비,토스공유카드2,변동비
2025-01-17,BBQ 치킨,9800,식비,롯데카드,변동비
2025-01-18,버거킹,3700,식비,삼성카드,변동비
2025-01-18,고속버스,6300,교통,지역화폐,변동비
2025-01-19,배달의민족,10400,식비,토스공유카드1,변동비
2025-01-19,이마트,101100,마트,롯데카드,변동비
2025-01-20,CU 편의점,13900,식비,토스공유카드2,변동비
2025-01-20,김밥천국,12000,식비,토스공유카드2,변동비
2025-01-20,SK주유소,11300,교통,지역화폐,변동비
2025-01-20,시내버스,4300,교통,토스공유카드1,변동비
2025-01-21,배달의민족,28300,식비,토스공유카드1,변동비
2025-01-21,CU 편의점,16900,식비,토스공유카드2,변동비
2025-01-21,투썸플레이스,13000,식비,토스공유카드1,변동비
2025-01-21,고속버스,7200,교통,신한체크카드,변동비
2025-01-21,지하철,2200,교통,지역화폐,변동비
2025-01-22,버거킹,2800,식비,삼성카드,변동비
2025-01-22,스타벅스,9200,식비,삼성카드,변동비
2025-01-22,맘스터치,18900,식비,토스공유카드2,변동비
2025-01-22,시내버스,3500,교통,신한체크카드,변동비
2025-01-22,카카오 택시,10600,교통,토스공유카드1,변동비
2025-01-23,스타벅스,14000,식비,삼성카드,변동비
2025-01-23,고속버스,10100,교통,지역화폐,변동비
2025-01-23,정기 건강검진,144000,의료,롯데카드,변동비
2025-01-24,스타벅스,8000,식비,삼성카드,변동비
2025-01-24,지하철,3700,교통,지역화폐,변동비
2025-01-24,카카오 택시,9200,교통,지역화폐,변동비
2025-01-25,투썸플레이스,9700,식비,토스공유카드2,변동비
2025-01-25,버거킹,500,식비,토스공유카드1,변동비
2025-01-25,홈플러스,78400,마트,롯데카드,변동비
2025-01-26,버거킹,5400,식비,삼성카드,변동비
2025-01-26,김밥천국,7100,식비,롯데카드,변동비
2025-01-26,CU 편의점,23700,식비,삼성카드,변동비
2025-01-26,카카오 택시,11300,교통,지역화폐,변동비
2025-01-27,BBQ 치킨,8900,식비,삼성카드,변동비
2025-01-27,배달의민족,13700,식비,토스공유카드2,변동비
2025-01-27,광장시장,28800,전통시장,지역화폐,변동비
2025-01-27,지하철,7100,교통,지역화폐,변동비
2025-01-28,BBQ 치킨,18500,식비,토스공유카드1,변동비
2025-01-28,BBQ 치킨,7000,식비,삼성카드,변동비
2025-01-28,투썸플레이스,11300,식비,토스공유카드2,변동비
2025-01-28,고속버스,8700,교통,토스공유카드1,변동비
2025-01-28,고속버스,500,교통,지역화폐,변동비
2025-01-29,BBQ 치킨,10700,식비,토스공유카드2,변동비
2025-01-29,망원시장,12000,전통시장,지역화폐,변동비
2025-01-29,고속버스,7500,교통,토스공유카드1,변동비
2025-01-30,김밥천국,11200,식비,토스공유카드1,변동비
2025-01-30,버거킹,19800,식비,토스공유카드2,변동비
2025-01-30,스타벅스,4500,식비,롯데카드,변동비
2025-01-30,SK주유소,10600,교통,지역화폐,변동비
2025-01-31,맘스터치,17000,식비,삼성카드,변동비
2025-01-31,투썸플레이스,21400,식비,토스공유카드2,변동비
2025-01-31,중앙시장,8700,전통시장,지역화폐,변동비
2025-01-31,지하철,4600,교통,신한체크카드,변동비
2025-01-31,카카오 택시,4900,교통,지역화폐,변동비
2025-02-01,아파트 관리비,219300,관리비,지역화폐,고정비
2025-02-01,상하수도 요금,22700,공과금,신한체크카드,고정비
2025-02-01,코스트코,89500,마트,롯데카드,변동비
2025-02-02,버거킹,11500,식비,롯데카드,변동비
2025-02-02,고속버스,9500,교통,토스공유카드1,변동비
2025-02-03,한전 전기요금,50700,전기요금,지역화폐,고정비
2025-02-03,연세의원,27900,의료,신한체크카드,변동비
2025-02-03,스타벅스,24400,식비,토스공유카드1,변동비
2025-02-03,배달의민족,10600,식비,롯데카드,변동비
2025-02-03,지하철,8400,교통,지역화폐,변동비
2025-02-03,카카오 택시,500,교통,신한체크카드,변동비
2025-02-04,도시가스 요금,54900,가스요금,지역화폐,고정비
2025-02-04,주택담보대출 이자,413000,대출이자,신한체크카드,고정비
2025-02-04,여행지 숙박,21900,문화/여가,삼성카드,변동비
2025-02-04,고속버스,8700,교통,지역화폐,변동비
2025-02-05,LG U+ 휴대폰,98900,통신비,신한체크카드,고정비
2025-02-05,유니클로,13000,의류/미용,삼성카드,변동비
2025-02-05,결혼식 축의금,81700,경조사,롯데카드,변동비
2025-02-05,SK주유소,10700,교통,토스공유카드1,변동비
2025-02-05,고속버스,18700,교통,신한체크카드,변동비
2025-02-06,CU 편의점,4700,식비,토스공유카드1,변동비
2025-02-06,시내버스,4500,교통,토스공유카드1,변동비
2025-02-07,BBQ 치킨,7600,식비,삼성카드,변동비
2025-02-07,김밥천국,8000,식비,롯데카드,변동비
2025-02-07,롯데마트,500,마트,토스공유카드1,변동비
2025-02-07,시내버스,12600,교통,신한체크카드,변동비
2025-02-09,버거킹,500,식비,토스공유카드1,변동비
2025-02-09,맘스터치,10000,식비,토스공유카드1,변동비
2025-02-10,배달의민족,20800,식비,삼성카드,변동비
2025-02-10,SK주유소,14200,교통,토스공유카드1,변동비
2025-02-10,시내버스,4400,교통,신한체크카드,변동비
2025-02-11,BBQ 치킨,19800,식비,토스공유카드1,변동비
2025-02-11,지하철,4900,교통,토스공유카드1,변동비
2025-02-11,카카오 택시,2500,교통,토스공유카드1,변동비
2025-02-12,김밥천국,8800,식비,토스공유카드1,변동비
2025-02-12,시내버스,7800,교통,신한체크카드,변동비
2025-02-13,스타벅스,14700,식비,토스공유카드2,변동비
2025-02-13,스타벅스,1400,식비,토스공유카드1,변동비
2025-02-14,BBQ 치킨,5100,식비,삼성카드,변동비
2025-02-15,스타벅스,22300,식비,삼성카드,변동비
2025-02-16,스타벅스,21000,식비,삼성카드,변동비
2025-02-16,카카오 택시,8400,교통,지역화폐,변동비
2025-02-16,고속버스,5800,교통,토스공유카드1,변동비
2025-02-17,김밥천국,11800,식비,롯데카드,변동비
2025-02-17,배달의민족,5300,식비,토스공유카드1,변동비
2025-02-17,배달의민족,9400,식비,롯데카드,변동비
2025-02-18,버거킹,4300,식비,롯데카드,변동비
2025-02-18,버거킹,9900,식비,삼성카드,변동비
2025-02-19,맘스터치,9300,식비,토스공유카드1,변동비
2025-02-19,코스트코,105400,마트,토스공유카드1,변동비
2025-02-20,CU 편의점,24600,식비,토스공유카드1,변동비
2025-02-20,코스트코,44300,마트,삼성카드,변동비
2025-02-21,스타벅스,11100,식비,롯데카드,변동비
2025-02-22,고속버스,3800,교통,신한체크카드,변동비
2025-02-23,버거킹,5200,식비,토스공유카드1,변동비
2025-02-23,김밥천국,10600,식비,롯데카드,변동비
2025-02-23,시내버스,2200,교통,지역화폐,변동비
2025-02-24,BBQ 치킨,17900,식비,토스공유카드2,변동비
2025-02-24,BBQ 치킨,16500,식비,삼성카드,변동비
2025-02-24,카카오 택시,11400,교통,토스공유카드1,변동비
2025-02-24,카카오 택시,5900,교통,신한체크카드,변동비
2025-02-25,배달의민족,16100,식비,토스공유카드2,변동비
2025-02-25,고속버스,8800,교통,토스공유카드1,변동비
2025-02-26,이마트,41400,마트,삼성카드,변동비
2025-02-26,SK주유소,13100,교통,지역화폐,변동비
2025-02-27,스타벅스,19800,식비,토스공유카드1,변동비
2025-02-27,김밥천국,11900,식비,토스공유카드2,변동비
2025-02-27,고속버스,7200,교통,토스공유카드1,변동비
2025-02-28,고속버스,5700,교통,토스공유카드1,변동비
2025-03-01,한전 전기요금,61000,전기요금,신한체크카드,고정비
2025-03-01,도시가스 요금,63900,가스요금,지역화폐,고정비
2025-03-01,버거킹,16400,식비,토스공유카드2,변동비
2025-03-01,SK주유소,5800,교통,토스공유카드1,변동비
2025-03-02,SKT 휴대폰,100400,통신비,삼성카드,고정비
2025-03-02,스타벅스,8500,식비,토스공유카드2,변동비
2025-03-02,카카오 택시,8400,교통,토스공유카드1,변동비
2025-03-03,주택담보대출 이자,448500,대출이자,신한체크카드,고정비
2025-03-03,이마트,90100,마트,토스공유카드1,변동비
2025-03-03,지하철,14500,교통,지역화폐,변동비
2025-03-03,SK주유소,13400,교통,토스공유카드1,변동비
2025-03-04,투썸플레이스,1600,식비,삼성카드,변동비
2025-03-04,BBQ 치킨,4100,식비,토스공유카드2,변동비
2025-03-04,지하철,7700,교통,토스공유카드1,변동비
2025-03-05,아파트 관리비,265400,관리비,신한체크카드,고정비
2025-03-05,상하수도 요금,27500,공과금,신한체크카드,고정비
2025-03-05,교보문고,27000,문화/여가,롯데카드,변동비
2025-03-05,올리브영,5000,의류/미용,롯데카드,변동비
2025-03-05,김밥천국,11700,식비,토스공유카드1,변동비
2025-03-05,이마트,38800,마트,토스공유카드1,변동비
2025-03-05,고속버스,1900,교통,지역화폐,변동비
2025-03-06,버거킹,14200,식비,토스공유카드2,변동비
2025-03-06,맘스터치,3500,식비,삼성카드,변동비
2025-03-06,지하철,7200,교통,토스공유카드1,변동비
2025-03-06,고속버스,9000,교통,지역화폐,변동비
2025-03-07,배달의민족,7200,식비,토스공유카드2,변동비
2025-03-07,BBQ 치킨,5100,식비,토스공유카드1,변동비
2025-03-07,투썸플레이스,12400,식비,토스공유카드1,변동비
2025-03-08,고속버스,7600,교통,토스공유카드1,변동비
2025-03-09,배달의민족,22800,식비,토스공유카드1,변동비
2025-03-12,노브랜드,55500,마트,삼성카드,변동비
2025-03-12,부모님 생신 선물,113100,경조사,삼성카드,변동비
2025-03-13,BBQ 치킨,2800,식비,삼성카드,변동비
2025-03-13,배달의민족,11400,식비,삼성카드,변동비
2025-03-13,SK주유소,9400,교통,신한체크카드,변동비
2025-03-13,시내버스,4600,교통,지역화폐,변동비
2025-03-14,CU 편의점,3500,식비,롯데카드,변동비
2025-03-15,투썸플레이스,5100,식비,삼성카드,변동비
2025-03-15,시내버스,8700,교통,토스공유카드1,변동비
2025-03-16,배달의민족,10000,식비,토스공유카드2,변동비
2025-03-16,CU 편의점,25100,식비,롯데카드,변동비
2025-03-16,노브랜드,17400,마트,삼성카드,변동비
2025-03-16,카카오 택시,500,교통,신한체크카드,변동비
2025-03-16,가족 여행 숙박,476800,문화/여가,신한체크카드,변동비
2025-03-17,맘스터치,12700,식비,토스공유카드2,변동비
2025-03-17,고속버스,13300,교통,지역화폐,변동비
2025-03-18,스타벅스,12600,식비,롯데카드,변동비
2025-03-18,경동시장,23300,전통시장,지역화폐,변동비
2025-03-18,카카오 택시,8600,교통,지역화폐,변동비
2025-03-19,망원시장,30000,전통시장,지역화폐,변동비
2025-03-19,지하철,12700,교통,신한체크카드,변동비
2025-03-20,스타벅스,17900,식비,롯데카드,변동비
2025-03-20,스타벅스,12800,식비,롯데카드,변동비
2025-03-21,CU 편의점,20800,식비,토스공유카드1,변동비
2025-03-21,이마트,56500,마트,삼성카드,변동비
2025-03-22,버거킹,15500,식비,삼성카드,변동비
2025-03-22,BBQ 치킨,30700,식비,삼성카드,변동비
2025-03-22,투썸플레이스,21200,식비,삼성카드,변동비
2025-03-22,SK주유소,9100,교통,신한체크카드,변동비
2025-03-23,맘스터치,22900,식비,롯데카드,변동비
2025-03-23,맘스터치,23200,식비,토스공유카드2,변동비
2025-03-23,롯데마트,75300,마트,롯데카드,변동비
2025-03-25,배달의민족,500,식비,토스공유카드2,변동비
2025-03-25,지하철,7100,교통,토스공유카드1,변동비
2025-03-26,투썸플레이스,25400,식비,토스공유카드2,변동비
2025-03-26,노브랜드,44900,마트,삼성카드,변동비
2025-03-27,카카오 택시,11900,교통,신한체크카드,변동비
2025-03-28,스타벅스,16800,식비,롯데카드,변동비
2025-03-28,투썸플레이스,9900,식비,토스공유카드2,변동비
2025-03-28,지하철,5100,교통,토스공유카드1,변동비
2025-03-29,김밥천국,15900,식비,삼성카드,변동비
2025-03-29,광장시장,27000,전통시장,토스공유카드2,변동비
2025-03-29,SK주유소,8700,교통,신한체크카드,변동비
2025-03-30,경동시장,21600,전통시장,지역화폐,변동비
2025-03-30,고속버스,2200,교통,토스공유카드1,변동비
2025-03-30,시내버스,9600,교통,토스공유카드1,변동비
2025-03-31,맘스터치,16800,식비,롯데카드,변동비
2025-04-01,도시가스 요금,65800,가스요금,신한체크카드,고정비
2025-04-01,유튜브 프리미엄,36600,문화/여가,롯데카드,변동비
2025-04-01,망원시장,36000,전통시장,토스공유카드2,변동비
2025-04-01,SK주유소,5200,교통,토스공유카드1,변동비
2025-04-02,아파트 관리비,262500,관리비,지역화폐,고정비
2025-04-02,코스트코,32500,마트,롯데카드,변동비
2025-04-03,한전 전기요금,60300,전기요금,지역화폐,고정비
2025-04-03,온라인 강의,195200,교육,삼성카드,변동비
2025-04-03,BBQ 치킨,12000,식비,롯데카드,변동비
2025-04-04,상하수도 요금,26300,공과금,지역화폐,고정비
2025-04-04,지하철,2200,교통,토스공유카드1,변동비
2025-04-04,학기 등록금 분할,778300,교육,신한체크카드,변동비
2025-04-05,KT 인터넷+TV,101200,통신비,삼성카드,고정비
2025-04-05,주택담보대출 이자,397500,대출이자,신한체크카드,고정비
2025-04-05,조의금,105700,경조사,롯데카드,변동비
2025-04-05,BBQ 치킨,3500,식비,삼성카드,변동비
2025-04-05,SK주유소,5600,교통,지역화폐,변동비
2025-04-07,BBQ 치킨,13100,식비,롯데카드,변동비
2025-04-07,맘스터치,12000,식비,삼성카드,변동비
2025-04-07,이마트,1200,마트,삼성카드,변동비
2025-04-08,BBQ 치킨,7800,식비,삼성카드,변동비
2025-04-09,시내버스,6000,교통,신한체크카드,변동비
2025-04-10,맘스터치,5100,식비,토스공유카드2,변동비
2025-04-10,스타벅스,14500,식비,삼성카드,변동비
2025-04-10,시내버스,5500,교통,신한체크카드,변동비
2025-04-11,김밥천국,14200,식비,토스공유카드1,변동비
2025-04-11,스타벅스,21900,식비,토스공유카드1,변동비
2025-04-11,스타벅스,14800,식비,롯데카드,변동비
2025-04-12,버거킹,3200,식비,삼성카드,변동비
2025-04-13,BBQ 치킨,5500,식비,삼성카드,변동비
2025-04-14,김밥천국,13100,식비,삼성카드,변동비
2025-04-14,스타벅스,20500,식비,롯데카드,변동비
2025-04-14,중앙시장,20800,전통시장,토스공유카드2,변동비
2025-04-14,SK주유소,3300,교통,토스공유카드1,변동비
2025-04-15,BBQ 치킨,10100,식비,롯데카드,변동비
2025-04-15,투썸플레이스,13100,식비,삼성카드,변동비
2025-04-15,코스트코,64400,마트,롯데카드,변동비
2025-04-16,배달의민족,38900,식비,토스공유카드2,변동비
2025-04-16,BBQ 치킨,14900,식비,토스공유카드2,변동비
2025-04-16,지하철,500,교통,토스공유카드1,변동비
2025-04-18,버거킹,9900,식비,삼성카드,변동비
2025-04-18,광장시장,9000,전통시장,지역화폐,변동비
2025-04-18,카카오 택시,9500,교통,신한체크카드,변동비
2025-04-19,배달의민족,10800,식비,토스공유카드1,변동비
2025-04-19,고속버스,7300,교통,신한체크카드,변동비
2025-04-20,맘스터치,8400,식비,토스공유카드2,변동비
2025-04-20,시내버스,8100,교통,신한체크카드,변동비
2025-04-20,카카오 택시,1200,교통,신한체크카드,변동비
2025-04-21,투썸플레이스,12600,식비,토스공유카드1,변동비
2025-04-21,SK주유소,9400,교통,토스공유카드1,변동비
2025-04-21,고속버스,5900,교통,신한체크카드,변동비
2025-04-22,CU 편의점,5200,식비,롯데카드,변동비
2025-04-23,스타벅스,8800,식비,롯데카드,변동비
2025-04-23,이마트,118800,마트,토스공유카드1,변동비
2025-04-24,배달의민족,8000,식비,삼성카드,변동비
2025-04-24,지하철,18200,교통,신한체크카드,변동비
2025-04-25,배달의민족,16500,식비,토스공유카드1,변동비
2025-04-25,카카오 택시,5900,교통,신한체크카드,변동비
2025-04-26,BBQ 치킨,4300,식비,토스공유카드1,변동비
2025-04-26,코스트코,66400,마트,롯데카드,변동비
2025-04-26,지하철,10000,교통,지역화폐,변동비
2025-04-26,고속버스,10600,교통,지역화폐,변동비
2025-04-27,버거킹,14800,식비,삼성카드,변동비
2025-04-27,스타벅스,17000,식비,삼성카드,변동비
2025-04-27,코스트코,33900,마트,삼성카드,변동비
2025-04-27,지하철,6100,교통,토스공유카드1,변동비
2025-04-28,CU 편의점,17600,식비,삼성카드,변동비
2025-04-29,스타벅스,19100,식비,토스공유카드2,변동비
2025-04-29,CU 편의점,23300,식비,토스공유카드1,변동비
2025-04-29,버거킹,28400,식비,토스공유카드2,변동비
2025-04-29,고속버스,4400,교통,토스공유카드1,변동비
2025-04-30,BBQ 치킨,2100,식비,토스공유카드1,변동비
2025-04-30,맘스터치,11300,식비,삼성카드,변동비
2025-04-30,맘스터치,500,식비,토스공유카드1,변동비
2025-04-30,노브랜드,72700,마트,롯데카드,변동비
2025-04-30,시내버스,4300,교통,토스공유카드1,변동비
2025-05-01,한전 전기요금,79400,전기요금,지역화폐,고정비
2025-05-01,BBQ 치킨,12300,식비,삼성카드,변동비
2025-05-01,이마트,70000,마트,토스공유카드1,변동비
2025-05-01,카카오 택시,10800,교통,신한체크카드,변동비
2025-05-02,김밥천국,24700,식비,토스공유카드2,변동비
2025-05-02,광장시장,25000,전통시장,토스공유카드2,변동비
2025-05-02,카카오 택시,4800,교통,토스공유카드1,변동비
2025-05-03,아파트 관리비,284600,관리비,신한체크카드,고정비
2025-05-03,상하수도 요금,16800,공과금,지역화폐,고정비
2025-05-03,약국,55500,의료,신한체크카드,변동비
2025-05-03,CU 편의점,7300,식비,롯데카드,변동비
2025-05-03,버거킹,14300,식비,토스공유카드1,변동비
2025-05-03,지하철,9200,교통,신한체크카드,변동비
2025-05-04,SKT 휴대폰,89800,통신비,삼성카드,고정비
2025-05-04,주택담보대출 이자,464300,대출이자,신한체크카드,고정비
2025-05-04,관리실 주차비,44300,주거,신한체크카드,고정비
2025-05-04,자격증 수강료,168900,교육,삼성카드,변동비
2025-05-04,CU 편의점,18500,식비,롯데카드,변동비
2025-05-05,도시가스 요금,87800,가스요금,지역화폐,고정비
2025-05-05,교보문고,25000,문화/여가,삼성카드,변동비
2025-05-05,유니클로,58500,의류/미용,롯데카드,변동비
2025-05-05,카카오 택시,9000,교통,신한체크카드,변동비
2025-05-05,카카오 택시,12300,교통,지역화폐,변동비
2025-05-06,카카오 택시,11000,교통,지역화폐,변동비
2025-05-07,홈플러스,79800,마트,토스공유카드1,변동비
2025-05-07,고속버스,1800,교통,토스공유카드1,변동비
2025-05-07,고속버스,5900,교통,신한체크카드,변동비
2025-05-08,맘스터치,1000,식비,롯데카드,변동비
2025-05-08,카카오 택시,7200,교통,신한체크카드,변동비
2025-05-09,CU 편의점,9400,식비,삼성카드,변동비
2025-05-09,버거킹,25600,식비,삼성카드,변동비
2025-05-09,홈플러스,66200,마트,토스공유카드1,변동비
2025-05-10,이마트,96100,마트,삼성카드,변동비
2025-05-10,경동시장,30100,전통시장,지역화폐,변동비
2025-05-10,고속버스,4200,교통,신한체크카드,변동비
2025-05-11,경동시장,15800,전통시장,지역화폐,변동비
2025-05-11,시내버스,5700,교통,토스공유카드1,변동비
2025-05-11,카카오 택시,6600,교통,지역화폐,변동비
2025-05-12,카카오 택시,3300,교통,토스공유카드1,변동비
2025-05-12,고속버스,14300,교통,지역화폐,변동비
2025-05-13,맘스터치,20500,식비,롯데카드,변동비
